underlying,run_id,track,dir,spot_pnl,mode_a_pnl,mode_a_legs,mode_b_pnl,mode_b_coverage_skip,mode_a_skip_reason
SOL_USDC,SOL_USDC-0099,opt_budget,-1,-15864.930149909816,-30747.99563300741,1,-27445.931476528825,False,
SOL_USDC,SOL_USDC-0100,opt_delta,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0100,opt_budget,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0101,opt_delta,-1,-15247.047725336593,-13817.300892192578,1,-11901.689106123564,False,
SOL_USDC,SOL_USDC-0101,opt_budget,-1,-15247.047725336593,-10247.784057811925,1,-8827.04522644386,False,
SOL_USDC,SOL_USDC-0102,opt_delta,1,47124.25980562013,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0102,opt_budget,1,47124.25980562013,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0103,opt_delta,-1,-4705.829083239112,-18287.4326146246,1,-13243.423672527639,False,
SOL_USDC,SOL_USDC-0103,opt_budget,-1,-4705.829083239112,-13388.80767093444,1,-9695.929231442447,False,
SOL_USDC,SOL_USDC-0104,opt_delta,1,-12642.350467667915,-19590.723489763674,1,2852.7658819731732,False,
SOL_USDC,SOL_USDC-0104,opt_budget,1,-12642.350467667915,-15671.401721502807,1,2282.0413027195536,False,
SOL_USDC,SOL_USDC-0105,opt_delta,1,92161.5719506594,32779.85723610045,1,0.0,True,
SOL_USDC,SOL_USDC-0105,opt_budget,1,92161.5719506594,14078.542662368476,1,0.0,True,
SOL_USDC,SOL_USDC-0106,opt_delta,-1,-27687.926331283303,-33501.62123037526,1,-29938.945862789064,False,
SOL_USDC,SOL_USDC-0106,opt_budget,-1,-27687.926331283303,-20199.70308595273,1,-18051.598547309404,False,
SOL_USDC,SOL_USDC-0107,opt_delta,1,-27715.88778957392,-38589.944509695204,1,-35555.95601771899,False,
SOL_USDC,SOL_USDC-0107,opt_budget,1,-27715.88778957392,-23147.76254859067,1,-21327.85723181111,False,
SOL_USDC,SOL_USDC-0108,opt_delta,-1,161116.47531048887,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0108,opt_budget,-1,161116.47531048887,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0109,opt_delta,1,-10976.324967025292,-40155.398026780196,1,-42666.98278363039,False,
SOL_USDC,SOL_USDC-0109,opt_budget,1,-10976.324967025292,-33600.32058777624,1,-35701.9073522072,False,
SOL_USDC,SOL_USDC-0110,opt_delta,-1,144156.87501814985,355624.1883863964,2,0.0,True,
SOL_USDC,SOL_USDC-0110,opt_budget,-1,144156.87501814985,267100.8233012234,2,0.0,True,
SOL_USDC,SOL_USDC-0111,opt_delta,-1,-20893.112858960758,-11914.986363161399,1,-32234.229673155678,False,
SOL_USDC,SOL_USDC-0111,opt_budget,-1,-20893.112858960758,-6429.4541463600035,1,-17393.935276968477,False,
SOL_USDC,SOL_USDC-0112,opt_delta,-1,-22169.763901281185,-44201.32065558646,1,-43529.880867971384,False,
SOL_USDC,SOL_USDC-0112,opt_budget,-1,-22169.763901281185,-22072.64290658051,1,-21737.348611172965,False,
SOL_USDC,SOL_USDC-0113,opt_delta,1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0113,opt_budget,1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0114,opt_delta,-1,13265.913087136081,4131.789565721733,1,-10365.78581298339,False,
SOL_USDC,SOL_USDC-0114,opt_budget,-1,13265.913087136081,2050.4438319920578,1,-5144.129739886704,False,
SOL_USDC,SOL_USDC-0115,opt_delta,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0115,opt_budget,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0116,opt_delta,1,-29593.14685131651,-37999.21633055334,1,-14535.77596183294,False,
SOL_USDC,SOL_USDC-0116,opt_budget,1,-29593.14685131651,-22582.172403025364,1,-8638.320220249749,False,
SOL_USDC,SOL_USDC-0117,opt_delta,-1,-17816.09087746532,-49782.66158152904,1,-47977.33187608088,False,
SOL_USDC,SOL_USDC-0117,opt_budget,-1,-17816.09087746532,-32287.54485142564,1,-31116.66201823667,False,
SOL_USDC,SOL_USDC-0118,opt_delta,-1,15318.611707056958,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0118,opt_budget,-1,15318.611707056958,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0119,opt_delta,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0119,opt_budget,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0120,opt_delta,1,-10639.0272004076,-17371.935794127116,1,-11443.009840690162,False,
SOL_USDC,SOL_USDC-0120,opt_budget,1,-10639.0272004076,-11773.271672048115,1,-7755.132484769497,False,
SOL_USDC,SOL_USDC-0121,opt_delta,-1,-21910.37573084247,-26586.838402046265,1,-17731.748924139076,False,
SOL_USDC,SOL_USDC-0121,opt_budget,-1,-21910.37573084247,-22003.46514049244,1,-14674.927249049275,False,
SOL_USDC,SOL_USDC-0122,opt_delta,1,-10472.386000054386,-23060.32888252772,1,-24904.204913255722,False,
SOL_USDC,SOL_USDC-0122,opt_budget,1,-10472.386000054386,-27388.831554567052,1,-29578.809428272776,False,
SOL_USDC,SOL_USDC-0123,opt_delta,-1,75307.05626220902,95046.3543913617,1,0.0,True,
SOL_USDC,SOL_USDC-0123,opt_budget,-1,75307.05626220902,69458.00471713682,1,0.0,True,
SOL_USDC,SOL_USDC-0124,opt_delta,-1,-3771.9285326234335,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0124,opt_budget,-1,-3771.9285326234335,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0125,opt_delta,-1,-8177.179033606891,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0125,opt_budget,-1,-8177.179033606891,0.0,0,0.0,False,no_option_entry
SOL_USDC,SOL_USDC-0126,opt_delta,-1,,0.0,0,0.0,False,insufficient_dates
SOL_USDC,SOL_USDC-0126,opt_budget,-1,,0.0,0,0.0,False,insufficient_dates
