entry_date,expiry,strike,contracts,entry_premium_usd,final_pnl_usd,index_at_entry
2024-02-01 00:00:00+00:00,2024-02-23 08:00:00+00:00,43000.0,7.851678033148371,26670.631938410068,-4077.252055783104,42453.770000000004
2024-03-01 00:00:00+00:00,2024-03-29 08:00:00+00:00,61000.0,5.438154412207156,45389.771124996034,-20532.831460156598,61295.305
2024-04-01 00:00:00+00:00,2024-04-26 08:00:00+00:00,71000.0,4.755833600611181,48868.54920391909,9991.139541410108,70089.36
2024-05-01 00:00:00+00:00,2024-05-31 08:00:00+00:00,61000.0,5.558086800919474,43898.86623402901,-3328.3102346891906,59972.675
2024-06-01 00:00:00+00:00,2024-06-28 08:00:00+00:00,68000.0,4.93993654651506,35781.71738320855,13212.307467959094,67477.25
2024-07-01 00:00:00+00:00,2024-07-26 08:00:00+00:00,63000.0,5.287530628021163,29818.09781934046,-4883.275375767335,63041.4
2024-08-01 00:00:00+00:00,2024-08-30 08:00:00+00:00,65000.0,5.158064369290587,33959.50029424886,-15763.705544622228,64623.725
2024-09-01 00:00:00+00:00,2024-09-27 08:00:00+00:00,59000.0,5.730161700292546,35119.09298722321,3024.648846075872,58171.715
2024-10-01 00:00:00+00:00,2024-11-08 08:00:00+00:00,63000.0,5.2437982057453,41910.99304607298,598.8252436262994,63567.155
2024-11-01 00:00:00+00:00,2024-11-29 08:00:00+00:00,70000.0,4.76716191996779,42573.61744205831,-7402.6731849010675,69922.805
2024-12-01 00:00:00+00:00,2024-12-27 08:00:00+00:00,97000.0,3.4623332934126303,37935.24667016091,4858.536717980574,96274.19
2025-01-02 00:00:00+00:00,2025-01-31 08:00:00+00:00,93000.0,3.546811105583406,44892.80282800703,3666.089128568133,93981.13500000001
2025-02-01 00:00:00+00:00,2025-02-21 08:00:00+00:00,102000.0,3.2595761335204525,33296.87589826351,12188.045840451305,102262.785
2025-03-01 00:00:00+00:00,2025-03-28 08:00:00+00:00,84000.0,3.9426059087440493,37769.59057116458,-10325.408729036679,84546.45000000001
2025-04-01 00:00:00+00:00,2025-04-25 08:00:00+00:00,82000.0,4.025738397414333,33628.188096256185,-9044.462737078215,82800.545
2025-05-01 00:00:00+00:00,2025-05-30 08:00:00+00:00,94000.0,3.513324643827492,31143.34661131114,-3004.5278109730634,94876.89499999999
2025-06-01 00:00:00+00:00,2025-06-27 08:00:00+00:00,105000.0,3.1898817970160827,31143.346611311146,10939.555625496892,104497.08
2025-07-01 00:00:00+00:00,2025-07-25 08:00:00+00:00,108000.0,3.11160633363113,24517.102651457713,-1647.7810757268744,107125.805
2025-08-01 00:00:00+00:00,2025-08-22 08:00:00+00:00,116000.0,2.88034257642467,21535.292869523666,-3408.456677424195,115726.975
2025-09-01 00:00:00+00:00,2025-09-26 08:00:00+00:00,108000.0,3.0860594270736845,25974.876322625463,5122.565853930282,108012.61
2025-10-01 00:00:00+00:00,2025-10-31 08:00:00+00:00,114000.0,2.918363111143174,26008.007542424722,-8041.848598572402,114219.28
2025-11-01 00:00:00+00:00,2025-11-28 08:00:00+00:00,110000.0,3.0401191605106157,29619.31050054486,-3946.21950512261,109644.825
2025-12-01 00:00:00+00:00,2025-12-26 08:00:00+00:00,90000.0,3.692261385669514,33296.87589826351,11818.349046157426,90278.91
2026-01-01 00:00:00+00:00,2026-01-30 08:00:00+00:00,88000.0,3.8064284219310953,30248.803676730928,-6073.523059851797,87571.155
2026-02-01 00:00:00+00:00,2026-02-27 08:00:00+00:00,78000.0,4.245314298023271,31309.00271030748,-17492.61260346522,78517.94
2026-03-02 00:00:00+00:00,2026-03-27 08:00:00+00:00,67000.0,5.0107462970459595,38763.52716514259,300.9589914377407,66523.69
2026-04-01 00:00:00+00:00,2026-04-24 08:00:00+00:00,68000.0,4.911476408717644,33959.50029424885,949.2538553251445,67868.255
2026-05-01 00:00:00+00:00,2026-05-29 08:00:00+00:00,76000.0,4.352840938225266,27167.60023539908,5357.91092323167,76578.34
2026-06-01 00:00:00+00:00,2026-06-26 08:00:00+00:00,74000.0,4.528449599691848,25676.695344432053,-7154.303832347962,73608.70999999999
