date,atm_iv_30d,n_trades
2017-02-21 00:00:00+00:00,94.42065420560749,10
2017-02-22 00:00:00+00:00,92.54499999999999,10
2017-02-23 00:00:00+00:00,112.63425872093023,64
2017-02-24 00:00:00+00:00,108.74333333333334,3
2017-02-25 00:00:00+00:00,127.10857142857142,3
2017-02-27 00:00:00+00:00,116.24491525423728,3
2017-03-01 00:00:00+00:00,96.53,1
2017-03-02 00:00:00+00:00,95.71,1
2017-03-03 00:00:00+00:00,72.11,1
2017-03-04 00:00:00+00:00,174.99434782608697,12
2017-03-06 00:00:00+00:00,76.066,5
2017-03-09 00:00:00+00:00,104.53000000000002,1
2017-03-11 00:00:00+00:00,86.97,1
2017-05-21 00:00:00+00:00,99.2011111111111,6
2017-05-22 00:00:00+00:00,113.11,1
2017-05-23 00:00:00+00:00,93.78502702702703,10
2017-05-24 00:00:00+00:00,71.1200964630225,10
2017-05-25 00:00:00+00:00,98.79815143354982,33
2017-05-26 00:00:00+00:00,96.46785714285714,25
2017-05-27 00:00:00+00:00,98.086125,12
2017-05-28 00:00:00+00:00,109.19271604938272,2
2017-05-29 00:00:00+00:00,128.41099273057705,10
2017-05-31 00:00:00+00:00,112.04557986870897,9
2017-06-01 00:00:00+00:00,108.78338444687844,17
2017-06-03 00:00:00+00:00,120.09036931818181,6
2017-06-04 00:00:00+00:00,115.81133333333334,4
2017-06-05 00:00:00+00:00,122.66508909752827,52
2017-06-06 00:00:00+00:00,112.402659050414,29
2017-06-07 00:00:00+00:00,119.521118363027,16
2017-06-08 00:00:00+00:00,113.7782191780822,10
2017-06-09 00:00:00+00:00,94.93616319444445,18
2017-06-10 00:00:00+00:00,95.43416666666667,3
2017-06-30 00:00:00+00:00,84.75113091579595,26
2017-07-01 00:00:00+00:00,97.36615871675812,70
2017-07-02 00:00:00+00:00,82.20167400881057,12
2017-07-03 00:00:00+00:00,82.29124999999999,3
2017-07-04 00:00:00+00:00,78.53316391359593,29
2017-07-05 00:00:00+00:00,85.7075,3
2017-07-06 00:00:00+00:00,81.14569767441861,4
2017-07-07 00:00:00+00:00,75.23040445728437,14
2017-07-28 00:00:00+00:00,73.14465517241379,9
2017-07-29 00:00:00+00:00,112.78545454545454,6
2017-07-30 00:00:00+00:00,76.62756097560975,9
2017-07-31 00:00:00+00:00,101.65107438016528,17
2017-08-01 00:00:00+00:00,96.22038961038962,39
2017-08-02 00:00:00+00:00,89.8325,2
2017-08-03 00:00:00+00:00,91.74199999999999,3
2017-08-04 00:00:00+00:00,86.11320987654321,9
2017-08-05 00:00:00+00:00,73.90376470588235,11
2017-08-21 00:00:00+00:00,112.42349999999999,6
2017-08-22 00:00:00+00:00,97.69959677419354,14
2017-08-23 00:00:00+00:00,104.60989130434783,9
2017-08-24 00:00:00+00:00,77.00138989169675,43
2017-08-25 00:00:00+00:00,73.72399297423887,85
2017-08-26 00:00:00+00:00,78.94907488986784,12
2017-08-27 00:00:00+00:00,70.07714606741573,9
2017-08-28 00:00:00+00:00,71.97743251349729,26
2017-08-29 00:00:00+00:00,66.59685866816521,64
2017-08-30 00:00:00+00:00,70.96434751519486,46
2017-08-31 00:00:00+00:00,64.9763445807771,78
2017-09-01 00:00:00+00:00,82.99685361972952,265
2017-09-02 00:00:00+00:00,88.47385866351271,66
2017-09-03 00:00:00+00:00,76.79501672240802,15
2017-09-04 00:00:00+00:00,93.48712328767124,162
2017-09-05 00:00:00+00:00,94.77387181738366,100
2017-09-06 00:00:00+00:00,85.72561643835617,27
2017-09-07 00:00:00+00:00,89.06983128834356,48
2017-09-08 00:00:00+00:00,84.36419484240687,43
2017-09-09 00:00:00+00:00,93.22217391304348,3
2017-09-29 00:00:00+00:00,81.82719696969697,8
2017-09-30 00:00:00+00:00,91.59619047619047,9
2017-10-01 00:00:00+00:00,81.495,5
2017-10-02 00:00:00+00:00,95.80059701492537,47
2017-10-03 00:00:00+00:00,87.3824812030075,25
2017-10-04 00:00:00+00:00,81.91187500000001,12
2017-10-05 00:00:00+00:00,81.42532110091743,31
2017-10-06 00:00:00+00:00,75.48760869565217,22
2017-10-07 00:00:00+00:00,76.39,1
2017-10-27 00:00:00+00:00,93.68363636363637,3
2017-10-28 00:00:00+00:00,68.99333333333334,7
2017-10-29 00:00:00+00:00,85.1295238095238,6
2017-10-30 00:00:00+00:00,77.73796610169491,10
2017-10-31 00:00:00+00:00,90.24582278481013,13
2017-11-01 00:00:00+00:00,91.08465346534653,13
2017-11-02 00:00:00+00:00,98.61473684210526,20
2017-11-03 00:00:00+00:00,110.22309523809523,11
2017-11-04 00:00:00+00:00,78.50166666666667,5
2017-11-19 00:00:00+00:00,108.617578125,39
2017-11-20 00:00:00+00:00,101.2678801843318,31
2017-11-21 00:00:00+00:00,90.9353846153846,26
2017-11-22 00:00:00+00:00,97.12948339483394,18
2017-11-23 00:00:00+00:00,82.98473321858864,108
2017-11-24 00:00:00+00:00,79.34272727272727,70
2017-11-25 00:00:00+00:00,78.74173535791758,78
2017-11-26 00:00:00+00:00,81.79894654088051,100
2017-11-27 00:00:00+00:00,83.44261972402597,174
2017-11-28 00:00:00+00:00,81.25029202037351,248
2017-11-29 00:00:00+00:00,94.67533549783549,311
2017-11-30 00:00:00+00:00,97.18823765020026,136
2017-12-01 00:00:00+00:00,103.59626366120219,190
2017-12-02 00:00:00+00:00,109.24913793103448,67
2017-12-03 00:00:00+00:00,110.67477386934674,145
2017-12-04 00:00:00+00:00,107.57088757396448,47
2017-12-05 00:00:00+00:00,106.94101265822785,59
2017-12-06 00:00:00+00:00,109.96330182309251,222
2017-12-07 00:00:00+00:00,128.43867139061115,201
2017-12-08 00:00:00+00:00,145.16435353535354,199
2017-12-09 00:00:00+00:00,149.92207236842106,40
2017-12-27 00:00:00+00:00,148.66131926121372,51
2017-12-28 00:00:00+00:00,162.78871485943776,26
2017-12-29 00:00:00+00:00,158.3354411764706,35
2017-12-30 00:00:00+00:00,147.37224842767296,81
2017-12-31 00:00:00+00:00,148.11086206896553,12
2018-01-01 00:00:00+00:00,146.65962962962962,6
2018-01-02 00:00:00+00:00,151.11669291338583,24
2018-01-03 00:00:00+00:00,147.92951219512196,25
2018-01-04 00:00:00+00:00,154.08115384615382,19
2018-01-05 00:00:00+00:00,148.12200617283952,53
2018-01-06 00:00:00+00:00,153.77,1
2018-01-23 00:00:00+00:00,150.9730434782609,5
2018-01-25 00:00:00+00:00,144.00892857142856,5
2018-01-26 00:00:00+00:00,129.0129357798165,21
2018-01-28 00:00:00+00:00,129.2869565217391,4
2018-01-29 00:00:00+00:00,128.008125,3
2018-01-30 00:00:00+00:00,134.69840579710143,23
2018-01-31 00:00:00+00:00,124.51157894736843,25
2018-02-01 00:00:00+00:00,131.3725069637883,50
2018-02-02 00:00:00+00:00,134.67171397379911,96
2018-02-03 00:00:00+00:00,122.39,1
2018-02-18 00:00:00+00:00,136.20433962264153,8
2018-02-19 00:00:00+00:00,138.98962328767124,26
2018-02-20 00:00:00+00:00,141.3634328358209,24
2018-02-21 00:00:00+00:00,142.91465899753493,63
2018-02-22 00:00:00+00:00,140.30654028436018,27
2018-02-23 00:00:00+00:00,143.60033175355449,33
2018-02-24 00:00:00+00:00,144.8916809116809,30
2018-02-25 00:00:00+00:00,135.8225,2
2018-02-26 00:00:00+00:00,139.598,8
2018-02-27 00:00:00+00:00,138.0239238095238,62
2018-02-28 00:00:00+00:00,132.5608770257388,119
2018-03-01 00:00:00+00:00,134.25610281923716,77
2018-03-02 00:00:00+00:00,132.35415730337078,46
2018-03-03 00:00:00+00:00,134.6086859688196,53
2018-03-04 00:00:00+00:00,136.39135135135137,58
2018-03-05 00:00:00+00:00,134.46278820375335,46
2018-03-06 00:00:00+00:00,137.07572727272728,27
2018-03-07 00:00:00+00:00,129.70946740858506,73
2018-03-08 00:00:00+00:00,135.12575923392612,86
2018-03-09 00:00:00+00:00,133.52531779661018,96
2018-03-10 00:00:00+00:00,129.99567567567567,5
2018-03-24 00:00:00+00:00,90.61333333333334,4
2018-03-25 00:00:00+00:00,90.93954314720813,34
2018-03-26 00:00:00+00:00,93.73895238095238,29
2018-03-27 00:00:00+00:00,81.26350877192982,9
2018-03-28 00:00:00+00:00,85.6996261682243,13
2018-03-29 00:00:00+00:00,84.60935897435897,15
2018-03-30 00:00:00+00:00,97.76753583987016,39
2018-03-31 00:00:00+00:00,91.21157894736842,12
2018-04-01 00:00:00+00:00,96.28139534883721,16
2018-04-02 00:00:00+00:00,95.23924528301886,8
2018-04-03 00:00:00+00:00,100.70005917159763,20
2018-04-04 00:00:00+00:00,99.13131578947369,8
2018-04-05 00:00:00+00:00,93.4774,16
2018-04-06 00:00:00+00:00,97.5477358490566,10
2018-04-07 00:00:00+00:00,94.13,1
2018-04-26 00:00:00+00:00,79.72,1
2018-04-27 00:00:00+00:00,81.91264462809917,19
2018-04-28 00:00:00+00:00,86.10531914893616,19
2018-04-29 00:00:00+00:00,87.95407894736842,16
2018-04-30 00:00:00+00:00,90.43,12
2018-05-01 00:00:00+00:00,91.67884615384615,31
2018-05-02 00:00:00+00:00,89.308625,18
2018-05-03 00:00:00+00:00,87.14338345864662,94
2018-05-04 00:00:00+00:00,83.20078189300412,41
2018-05-05 00:00:00+00:00,84.72484848484848,7
2018-05-20 00:00:00+00:00,75.34472868217054,37
2018-05-21 00:00:00+00:00,74.395,80
2018-05-22 00:00:00+00:00,74.95377777777777,31
2018-05-23 00:00:00+00:00,75.50620652173913,105
2018-05-24 00:00:00+00:00,74.7064459161148,57
2018-05-25 00:00:00+00:00,74.48229398663698,61
2018-05-26 00:00:00+00:00,71.84975806451612,13
2018-05-27 00:00:00+00:00,72.9644,15
2018-05-28 00:00:00+00:00,70.21788819875776,32
2018-05-29 00:00:00+00:00,71.70891719745222,31
2018-05-30 00:00:00+00:00,72.87071052631579,46
2018-05-31 00:00:00+00:00,74.05768558951966,20
2018-06-01 00:00:00+00:00,69.58106617647059,27
2018-06-02 00:00:00+00:00,68.89444444444445,26
2018-06-03 00:00:00+00:00,66.21469696969697,22
2018-06-04 00:00:00+00:00,68.63374429223744,44
2018-06-05 00:00:00+00:00,67.98806593406593,46
2018-06-06 00:00:00+00:00,64.5056,28
2018-06-07 00:00:00+00:00,63.553820224719104,31
2018-06-08 00:00:00+00:00,57.61244736842106,36
2018-06-09 00:00:00+00:00,56.528,2
2018-06-17 00:00:00+00:00,65.07111111111111,6
2018-06-18 00:00:00+00:00,63.50111111111111,5
2018-06-19 00:00:00+00:00,63.89631578947369,7
2018-06-20 00:00:00+00:00,59.1448148148148,5
2018-06-21 00:00:00+00:00,60.50246575342466,19
2018-06-22 00:00:00+00:00,62.18422516556291,97
2018-06-23 00:00:00+00:00,66.46242424242425,4
2018-06-24 00:00:00+00:00,67.35249999999999,39
2018-06-25 00:00:00+00:00,68.22,24
2018-06-26 00:00:00+00:00,68.45163265306122,8
2018-06-27 00:00:00+00:00,69.7769689119171,25
2018-06-28 00:00:00+00:00,65.79710227272727,13
2018-06-29 00:00:00+00:00,66.74147909967844,47
2018-06-30 00:00:00+00:00,65.25368088467614,42
2018-07-01 00:00:00+00:00,66.325,2
2018-07-02 00:00:00+00:00,63.89592063492063,64
2018-07-03 00:00:00+00:00,69.32964169381108,26
2018-07-04 00:00:00+00:00,65.90101899827289,82
2018-07-05 00:00:00+00:00,67.18557142857144,23
2018-07-06 00:00:00+00:00,67.0454347826087,27
2018-07-07 00:00:00+00:00,61.60370370370371,6
2018-07-22 00:00:00+00:00,69.72904494382021,17
2018-07-23 00:00:00+00:00,68.34246753246754,35
2018-07-24 00:00:00+00:00,74.04033591731265,54
2018-07-25 00:00:00+00:00,72.25817824377458,55
2018-07-26 00:00:00+00:00,74.22675617615468,108
2018-07-27 00:00:00+00:00,77.11200000000001,52
2018-07-28 00:00:00+00:00,77.07304347826089,7
2018-07-29 00:00:00+00:00,75.80659340659341,11
2018-07-30 00:00:00+00:00,75.97732283464566,38
2018-07-31 00:00:00+00:00,80.87869565217392,76
2018-08-01 00:00:00+00:00,74.40280898876405,35
2018-08-02 00:00:00+00:00,77.9357174392936,48
2018-08-03 00:00:00+00:00,75.38949720670392,30
2018-08-04 00:00:00+00:00,72.27273381294964,25
2018-08-05 00:00:00+00:00,70.94333333333333,11
2018-08-06 00:00:00+00:00,69.91636718749999,49
2018-08-07 00:00:00+00:00,71.3583422459893,33
2018-08-08 00:00:00+00:00,70.92172413793104,49
2018-08-09 00:00:00+00:00,71.92817427385891,28
2018-08-10 00:00:00+00:00,75.7643861607143,106
2018-08-11 00:00:00+00:00,66.33978260869566,9
2018-08-19 00:00:00+00:00,79.4682225433526,30
