date,atm_iv_30d,n_trades
2018-08-20 00:00:00+00:00,81.04488664987404,31
2018-08-21 00:00:00+00:00,78.6232584269663,10
2018-08-22 00:00:00+00:00,79.06451193058568,58
2018-08-23 00:00:00+00:00,78.94465384615386,21
2018-08-24 00:00:00+00:00,76.67717079530638,62
2018-08-25 00:00:00+00:00,78.92265700483092,26
2018-08-26 00:00:00+00:00,75.8039097744361,25
2018-08-27 00:00:00+00:00,76.84219444444444,40
2018-08-28 00:00:00+00:00,79.45331761006288,65
2018-08-29 00:00:00+00:00,77.72228637413396,49
2018-08-30 00:00:00+00:00,76.54984168865435,37
2018-08-31 00:00:00+00:00,75.74844311377245,41
2018-09-01 00:00:00+00:00,75.22119266055046,21
2018-09-02 00:00:00+00:00,76.07035714285713,12
2018-09-03 00:00:00+00:00,78.63487804878048,23
2018-09-04 00:00:00+00:00,73.75552208835342,39
2018-09-05 00:00:00+00:00,76.71399879372738,183
2018-09-06 00:00:00+00:00,78.14402347024308,139
2018-09-07 00:00:00+00:00,72.84148876404494,43
2018-09-08 00:00:00+00:00,71.19428571428571,3
2018-09-16 00:00:00+00:00,64.6,1
2018-09-17 00:00:00+00:00,63.59539877300614,34
2018-09-18 00:00:00+00:00,65.44130341880343,36
2018-09-19 00:00:00+00:00,64.95732743362832,48
2018-09-20 00:00:00+00:00,66.39422413793105,29
2018-09-21 00:00:00+00:00,65.33509554140127,85
2018-09-22 00:00:00+00:00,64.1720807453416,24
2018-09-23 00:00:00+00:00,64.3624907063197,25
2018-09-24 00:00:00+00:00,62.53941176470588,47
2018-09-25 00:00:00+00:00,59.57758364312267,63
2018-09-26 00:00:00+00:00,55.08958213256484,63
2018-09-27 00:00:00+00:00,53.385814467145224,94
2018-09-28 00:00:00+00:00,53.553895652173914,92
2018-09-29 00:00:00+00:00,56.04088709677419,20
2018-09-30 00:00:00+00:00,57.511892744479496,45
2018-10-01 00:00:00+00:00,56.37112903225807,40
2018-10-02 00:00:00+00:00,55.8736268829664,64
2018-10-03 00:00:00+00:00,55.76253571428571,28
2018-10-04 00:00:00+00:00,54.835608899297426,62
2018-10-05 00:00:00+00:00,50.51275974025974,73
2018-10-06 00:00:00+00:00,53.985867768595035,8
2018-10-21 00:00:00+00:00,50.50919270833333,20
2018-10-22 00:00:00+00:00,50.64904211395541,44
2018-10-23 00:00:00+00:00,46.759554621848736,64
2018-10-24 00:00:00+00:00,46.81032911392405,52
2018-10-25 00:00:00+00:00,46.47694864048338,49
2018-10-26 00:00:00+00:00,45.23851617995265,66
2018-10-27 00:00:00+00:00,44.68825301204819,34
2018-10-28 00:00:00+00:00,44.29145833333333,35
2018-10-29 00:00:00+00:00,43.52621987951807,81
2018-10-30 00:00:00+00:00,41.70551181102362,33
2018-10-31 00:00:00+00:00,40.844545454545454,31
2018-11-01 00:00:00+00:00,40.99622504537205,31
2018-11-02 00:00:00+00:00,37.90550539744848,82
2018-11-03 00:00:00+00:00,35.7614,22
2018-11-04 00:00:00+00:00,36.6630101010101,77
2018-11-05 00:00:00+00:00,37.333211678832114,29
2018-11-06 00:00:00+00:00,41.8951223967848,89
2018-11-07 00:00:00+00:00,41.95829,61
2018-11-08 00:00:00+00:00,45.680082568807336,103
2018-11-09 00:00:00+00:00,40.84837858220211,77
2018-11-10 00:00:00+00:00,40.71837209302325,5
2018-11-18 00:00:00+00:00,48.3795,6
2018-11-19 00:00:00+00:00,61.325251116071435,127
2018-11-20 00:00:00+00:00,74.11738932291668,109
2018-11-21 00:00:00+00:00,81.65434972677595,57
2018-11-22 00:00:00+00:00,70.60785714285714,38
2018-11-23 00:00:00+00:00,79.59038759689922,45
2018-11-24 00:00:00+00:00,81.45909684439607,73
2018-11-25 00:00:00+00:00,97.25319023569024,96
2018-11-26 00:00:00+00:00,106.83391592920354,73
2018-11-27 00:00:00+00:00,103.5942258064516,51
2018-11-28 00:00:00+00:00,96.55174459176551,66
2018-11-29 00:00:00+00:00,91.52348600508907,30
2018-11-30 00:00:00+00:00,93.48252873563217,78
2018-12-01 00:00:00+00:00,96.38703703703703,37
2018-12-02 00:00:00+00:00,91.81048192771084,13
2018-12-03 00:00:00+00:00,91.82581993569131,48
2018-12-04 00:00:00+00:00,92.99203216374268,69
2018-12-05 00:00:00+00:00,91.0127515151515,105
2018-12-06 00:00:00+00:00,98.04884459459458,97
2018-12-07 00:00:00+00:00,109.4759790491539,107
2018-12-08 00:00:00+00:00,114.98,1
2018-12-16 00:00:00+00:00,87.66321428571429,11
2018-12-17 00:00:00+00:00,90.24938023450586,37
2018-12-18 00:00:00+00:00,91.9160103626943,19
2018-12-19 00:00:00+00:00,91.37753628582063,56
2018-12-20 00:00:00+00:00,91.47790865384614,57
2018-12-21 00:00:00+00:00,92.19923200000001,53
2018-12-22 00:00:00+00:00,94.42422077922078,39
2018-12-23 00:00:00+00:00,95.12345013477088,97
2018-12-24 00:00:00+00:00,102.65969696969697,32
2018-12-25 00:00:00+00:00,100.9061390186916,133
2018-12-26 00:00:00+00:00,99.8765637065637,35
2018-12-27 00:00:00+00:00,99.72860354223435,32
2018-12-28 00:00:00+00:00,93.10208666666666,77
2018-12-29 00:00:00+00:00,96.58946646341465,43
2018-12-30 00:00:00+00:00,97.73793281653747,38
2018-12-31 00:00:00+00:00,98.15410729991204,35
2019-01-01 00:00:00+00:00,98.45715953307393,32
2019-01-02 00:00:00+00:00,89.96497819767443,74
2019-01-03 00:00:00+00:00,88.7686515071391,95
2019-01-04 00:00:00+00:00,80.23212473888391,146
2019-01-05 00:00:00+00:00,73.97290666666666,13
2019-01-18 00:00:00+00:00,65.0673417721519,23
2019-01-19 00:00:00+00:00,66.07211849192102,36
2019-01-20 00:00:00+00:00,70.79273148148148,39
2019-01-21 00:00:00+00:00,64.81998862343572,55
2019-01-22 00:00:00+00:00,69.29355864084765,146
2019-01-23 00:00:00+00:00,68.728000896459,76
2019-01-24 00:00:00+00:00,65.53771050800279,78
2019-01-25 00:00:00+00:00,64.32446516730664,92
2019-01-26 00:00:00+00:00,62.37109600679693,66
2019-01-27 00:00:00+00:00,60.803333333333335,45
2019-01-28 00:00:00+00:00,63.77507838283828,121
2019-01-29 00:00:00+00:00,64.73168117519042,89
2019-01-30 00:00:00+00:00,62.60066,97
2019-01-31 00:00:00+00:00,61.36716071428572,84
2019-02-01 00:00:00+00:00,58.640783912747104,800
2019-02-02 00:00:00+00:00,57.05029411764706,8
2019-02-17 00:00:00+00:00,54.85426356589147,70
2019-02-18 00:00:00+00:00,55.11619692144373,411
2019-02-19 00:00:00+00:00,59.60921728971962,250
2019-02-20 00:00:00+00:00,56.913216195569134,113
2019-02-21 00:00:00+00:00,58.32593625498008,69
2019-02-22 00:00:00+00:00,57.766223776223775,120
2019-02-23 00:00:00+00:00,60.188488335925356,115
2019-02-24 00:00:00+00:00,62.22308968377398,124
2019-02-25 00:00:00+00:00,60.57318306546453,122
2019-02-26 00:00:00+00:00,57.898164601030494,136
2019-02-27 00:00:00+00:00,58.11989355525449,274
2019-02-28 00:00:00+00:00,57.268462532299736,117
2019-03-01 00:00:00+00:00,55.00198601973685,39
2019-03-02 00:00:00+00:00,55.69956284153005,37
2019-03-03 00:00:00+00:00,56.091023676880226,50
2019-03-04 00:00:00+00:00,54.60590254706534,147
2019-03-05 00:00:00+00:00,53.30165111940299,163
2019-03-06 00:00:00+00:00,52.122499999999995,135
2019-03-07 00:00:00+00:00,49.85220447284345,114
2019-03-08 00:00:00+00:00,48.719783616692425,210
2019-03-09 00:00:00+00:00,48.27539130434783,27
2019-03-17 00:00:00+00:00,47.11982182628062,19
2019-03-18 00:00:00+00:00,46.66884542586751,53
2019-03-19 00:00:00+00:00,47.051596638655454,18
2019-03-20 00:00:00+00:00,47.91458415841584,76
2019-03-21 00:00:00+00:00,46.594510638297876,49
2019-03-22 00:00:00+00:00,45.73038499506417,60
2019-03-23 00:00:00+00:00,46.85454545454545,29
2019-03-24 00:00:00+00:00,45.53403465346535,26
2019-03-25 00:00:00+00:00,45.22365226337449,92
2019-03-26 00:00:00+00:00,45.58629598893499,131
2019-03-27 00:00:00+00:00,44.37165883265641,244
2019-03-28 00:00:00+00:00,44.4284899451554,100
2019-03-29 00:00:00+00:00,44.051027010050255,229
2019-03-30 00:00:00+00:00,42.60271805273834,73
2019-03-31 00:00:00+00:00,42.92953846153846,15
2019-04-01 00:00:00+00:00,44.89911651021535,82
2019-04-02 00:00:00+00:00,52.22067253441661,744
2019-04-03 00:00:00+00:00,73.83748443157133,250
2019-04-04 00:00:00+00:00,70.86723152022316,106
2019-04-05 00:00:00+00:00,71.66504032258065,33
2019-04-21 00:00:00+00:00,51.67556786703601,10
2019-04-22 00:00:00+00:00,50.31634218289086,26
2019-04-23 00:00:00+00:00,57.546664742109314,137
2019-04-24 00:00:00+00:00,59.66403280067283,101
2019-04-25 00:00:00+00:00,58.075339840925515,76
2019-04-26 00:00:00+00:00,59.06444237050863,133
2019-04-27 00:00:00+00:00,56.85747228381374,42
2019-04-28 00:00:00+00:00,56.42707567964732,46
2019-04-29 00:00:00+00:00,56.73388589881592,22
2019-04-30 00:00:00+00:00,58.63509510869565,95
2019-05-01 00:00:00+00:00,57.50265765765765,84
2019-05-02 00:00:00+00:00,56.349915611814346,51
2019-05-03 00:00:00+00:00,58.24771730798712,170
2019-05-04 00:00:00+00:00,57.717266576454655,266
2019-05-05 00:00:00+00:00,59.35332842415316,53
2019-05-06 00:00:00+00:00,62.586420824295004,98
2019-05-07 00:00:00+00:00,63.4240879596251,57
2019-05-08 00:00:00+00:00,62.729599471830994,65
2019-05-09 00:00:00+00:00,61.31002310536044,114
2019-05-10 00:00:00+00:00,59.85916984006093,188
2019-05-11 00:00:00+00:00,64.33872403560831,134
2019-05-19 00:00:00+00:00,99.24267616785433,47
2019-05-20 00:00:00+00:00,99.04083135391924,73
2019-05-21 00:00:00+00:00,95.12133116883116,40
2019-05-22 00:00:00+00:00,91.65869680851064,19
2019-05-23 00:00:00+00:00,89.42206845238094,46
2019-05-24 00:00:00+00:00,88.9443670212766,61
2019-05-25 00:00:00+00:00,86.63777777777777,13
2019-05-26 00:00:00+00:00,83.89016514806379,80
2019-05-27 00:00:00+00:00,94.56983462350458,77
2019-05-28 00:00:00+00:00,91.0508679245283,33
2019-05-29 00:00:00+00:00,90.39840637450199,53
2019-05-30 00:00:00+00:00,90.45712807706028,102
2019-05-31 00:00:00+00:00,87.89052803483942,78
2019-06-01 00:00:00+00:00,86.62200750469043,24
2019-06-02 00:00:00+00:00,87.12709190096515,69
2019-06-03 00:00:00+00:00,84.97783742331288,66
2019-06-04 00:00:00+00:00,85.04761431411531,112
2019-06-05 00:00:00+00:00,85.21210950080514,23
2019-06-06 00:00:00+00:00,79.19500420521446,75
2019-06-07 00:00:00+00:00,75.26720029784065,78
2019-06-08 00:00:00+00:00,71.17560606060606,11
2019-06-16 00:00:00+00:00,74.48418390804598,22
2019-06-17 00:00:00+00:00,81.70901423877328,40
2019-06-18 00:00:00+00:00,83.69050877192983,43
2019-06-19 00:00:00+00:00,84.49900000000001,8
2019-06-20 00:00:00+00:00,81.12179378531073,44
2019-06-21 00:00:00+00:00,91.48903743315509,53
2019-06-22 00:00:00+00:00,103.51764501891552,100
2019-06-23 00:00:00+00:00,97.00857280617166,44
2019-06-24 00:00:00+00:00,95.09986344537815,40
2019-06-25 00:00:00+00:00,94.27901709401709,83
2019-06-26 00:00:00+00:00,105.07480748470674,198
2019-06-27 00:00:00+00:00,128.22242379023663,148
2019-06-28 00:00:00+00:00,116.3930494623656,175
2019-06-29 00:00:00+00:00,102.85747734138972,59
2019-06-30 00:00:00+00:00,98.7732262210797,66
2019-07-01 00:00:00+00:00,100.61596062457569,115
2019-07-02 00:00:00+00:00,104.02063139931741,129
2019-07-03 00:00:00+00:00,105.52742545454547,59
2019-07-04 00:00:00+00:00,105.32326968973747,47
2019-07-05 00:00:00+00:00,97.94958256804141,92
2019-07-06 00:00:00+00:00,100.49,4
2019-07-21 00:00:00+00:00,105.85,7
2019-07-22 00:00:00+00:00,103.51741794310722,20
2019-07-23 00:00:00+00:00,105.64621875,19
2019-07-24 00:00:00+00:00,104.74946043165467,27
2019-07-25 00:00:00+00:00,104.38365609348915,18
2019-07-26 00:00:00+00:00,100.54850415512465,28
2019-07-27 00:00:00+00:00,93.98642960812771,38
2019-07-28 00:00:00+00:00,96.68289556962026,27
2019-07-29 00:00:00+00:00,95.18536312849163,14
2019-07-30 00:00:00+00:00,96.32896678966789,47
2019-07-31 00:00:00+00:00,97.67100814663951,44
2019-08-01 00:00:00+00:00,97.56190744920994,47
2019-08-02 00:00:00+00:00,98.2629392971246,34
2019-08-03 00:00:00+00:00,94.77650000000001,25
2019-08-04 00:00:00+00:00,95.30948872180451,21
2019-08-05 00:00:00+00:00,101.76193985599322,101
2019-08-06 00:00:00+00:00,102.94214788732394,41
2019-08-07 00:00:00+00:00,100.54935393258425,23
2019-08-08 00:00:00+00:00,97.3417250996016,55
2019-08-09 00:00:00+00:00,96.06738175675676,19
2019-08-10 00:00:00+00:00,99.03123076923079,4
2019-08-18 00:00:00+00:00,91.97710937500001,10
2019-08-19 00:00:00+00:00,91.45067757009346,15
2019-08-20 00:00:00+00:00,88.67170100058858,38
2019-08-21 00:00:00+00:00,89.61393246187363,38
2019-08-22 00:00:00+00:00,87.21811059907834,34
2019-08-23 00:00:00+00:00,84.57116666666667,21
2019-08-24 00:00:00+00:00,87.62106145251397,25
2019-08-25 00:00:00+00:00,84.24666666666667,7
2019-08-26 00:00:00+00:00,84.60598198198197,31
2019-08-27 00:00:00+00:00,85.38256032171581,30
2019-08-28 00:00:00+00:00,83.25543560606059,38
2019-08-29 00:00:00+00:00,84.32847862886162,169
2019-08-30 00:00:00+00:00,81.67519236249645,98
2019-08-31 00:00:00+00:00,83.5034073441503,38
2019-09-01 00:00:00+00:00,82.07534328358209,17
2019-09-02 00:00:00+00:00,83.95576761904762,78
2019-09-03 00:00:00+00:00,84.30764172335601,141
2019-09-04 00:00:00+00:00,79.27798691860465,54
2019-09-05 00:00:00+00:00,80.03833504624872,24
2019-09-06 00:00:00+00:00,78.95567609254499,132
2019-09-07 00:00:00+00:00,76.80417582417583,11
2019-09-15 00:00:00+00:00,70.28,2
2019-09-16 00:00:00+00:00,69.47019851116626,17
2019-09-17 00:00:00+00:00,68.84961977186312,18
2019-09-18 00:00:00+00:00,68.9786976744186,26
2019-09-19 00:00:00+00:00,70.31768250289687,54
2019-09-20 00:00:00+00:00,68.69341701534171,34
2019-09-21 00:00:00+00:00,65.49280487804879,16
2019-09-22 00:00:00+00:00,65.83396226415094,14
2019-09-23 00:00:00+00:00,70.166784765279,32
2019-09-24 00:00:00+00:00,77.79348596193705,280
2019-09-25 00:00:00+00:00,82.22065599173554,98
2019-09-26 00:00:00+00:00,88.48929772046972,127
2019-09-27 00:00:00+00:00,93.65521085880144,137
2019-09-28 00:00:00+00:00,91.66051565377533,21
2019-09-29 00:00:00+00:00,89.31457593688361,20
2019-09-30 00:00:00+00:00,90.00382252559727,75
2019-10-01 00:00:00+00:00,83.15238062283737,78
