date,stablecoin_mcap
2019-11-26,3671020542.0
2019-11-27,3671264954.0
2019-11-28,3687589971.0
2019-11-29,3682473291.0
2019-11-30,3693731139.0
2019-12-01,3696530497.0
2019-12-02,3699476292.0
2019-12-03,3738425544.0
2019-12-04,3733631183.0
2019-12-05,3761300671.0
2019-12-06,3757695207.0
2019-12-07,3769105002.0
2019-12-08,3777712068.0
2019-12-09,3779792302.0
2019-12-10,3816928348.0
2019-12-11,4068643525.0
2019-12-12,4046661970.0
2019-12-13,4052025718.0
2019-12-14,4046454853.0
2019-12-15,4047145798.0
2019-12-16,4048868790.0
2019-12-17,4058540792.0
2019-12-18,4060816610.0
2019-12-19,4093955951.0
2019-12-20,4142438731.0
2019-12-21,4170042609.0
2019-12-22,4163555060.0
2019-12-23,4164576755.0
2019-12-24,4175422499.0
2019-12-25,4170493520.0
2019-12-26,4173471024.0
2019-12-27,4165855978.0
2019-12-28,4169845518.0
2019-12-29,4165229806.0
2019-12-30,4167785868.0
2019-12-31,4172399815.0
2020-01-01,4171183915.0
2020-01-02,4172339379.0
2020-01-03,5263029449.0
2020-01-04,5317903566.0
2020-01-05,5322101858.0
2020-01-06,5316121908.0
2020-01-07,5325138380.0
2020-01-08,5304331004.0
2020-01-09,5275432151.0
2020-01-10,5273924299.0
2020-01-11,5259752141.0
2020-01-12,5234934725.0
2020-01-13,5245783884.0
2020-01-14,5231385318.0
2020-01-15,5216671448.0
2020-01-16,5235012363.0
2020-01-17,5232415331.0
2020-01-18,5224614339.0
2020-01-19,5221882346.0
2020-01-20,5227154052.0
2020-01-21,5221336668.0
2020-01-22,5219971982.0
2020-01-23,5227729620.0
2020-01-24,5215652091.0
2020-01-25,5226584411.0
2020-01-26,5220949191.0
2020-01-27,5223306407.0
2020-01-28,5213807404.0
2020-01-29,5241286354.0
2020-01-30,5225319308.0
2020-01-31,5227722361.0
2020-02-01,5223708022.0
2020-02-02,5225343587.0
2020-02-03,5229795520.0
2020-02-04,5235733266.0
2020-02-05,5221892129.0
2020-02-06,5215313720.0
2020-02-07,5221658747.0
2020-02-08,5211462780.0
2020-02-09,5215838450.0
2020-02-10,5243178189.0
2020-02-11,5224485837.0
2020-02-12,5222502601.0
2020-02-13,5217445835.0
2020-02-14,5226055786.0
2020-02-15,5224982222.0
2020-02-16,5224513135.0
2020-02-17,5233688392.0
2020-02-18,5242743901.0
2020-02-19,5228236453.0
2020-02-20,5228023411.0
2020-02-21,5226047156.0
2020-02-22,5232028938.0
2020-02-23,5231475395.0
2020-02-24,5241127908.0
2020-02-25,5219704618.0
2020-02-26,5217265149.0
2020-02-27,5212229955.0
2020-02-28,5235746126.0
2020-02-29,5228258455.0
2020-03-01,5223885102.0
2020-03-02,5229647485.0
2020-03-03,5231240071.0
2020-03-04,5244698752.0
2020-03-05,5244149199.0
2020-03-06,5228153391.0
2020-03-07,5243060587.0
2020-03-08,5241439606.0
2020-03-09,5211954498.0
2020-03-10,5247349957.0
2020-03-11,5248279700.0
2020-03-12,5275124338.0
2020-03-13,5300063186.0
2020-03-14,5388296097.0
2020-03-15,5325996363.0
2020-03-16,5391280199.0
2020-03-17,5408977302.0
2020-03-18,5424695019.0
2020-03-19,5358062292.0
2020-03-20,5440815259.0
2020-03-21,5481009210.0
2020-03-22,5435070454.0
2020-03-23,5460360343.0
2020-03-24,5479578866.0
2020-03-25,5498952201.0
2020-03-26,5523480109.0
2020-03-27,5509246065.0
2020-03-28,5486237668.0
2020-03-29,5497449798.0
2020-03-30,5504589512.0
2020-03-31,5498129318.0
2020-04-01,5484245718.0
2020-04-02,5506879823.0
2020-04-03,7520361335.0
2020-04-04,7562443213.0
2020-04-05,7557471767.0
2020-04-06,7572365440.0
2020-04-07,7551042009.0
2020-04-08,7548153522.0
2020-04-09,7568216566.0
2020-04-10,7579440165.0
2020-04-11,7585666155.0
2020-04-12,7585181801.0
2020-04-13,7597510990.0
2020-04-14,7588940386.0
2020-04-15,7613376819.0
2020-04-16,7594803190.0
2020-04-17,7819217665.0
2020-04-18,7801664672.0
2020-04-19,7800496165.0
2020-04-20,7823573706.0
2020-04-21,7830793196.0
2020-04-22,7810784076.0
2020-04-23,8587470416.0
2020-04-24,8553117734.0
2020-04-25,8572630885.0
2020-04-26,8604432709.0
2020-04-27,8625455878.0
2020-04-28,8633110935.0
2020-04-29,8600774867.0
2020-04-30,9147699579.0
2020-05-01,9140635937.0
2020-05-02,9207527701.0
2020-05-03,9228432767.0
2020-05-04,9255372698.0
2020-05-05,9230502496.0
2020-05-06,9314529388.0
2020-05-07,9385201295.0
2020-05-08,9549415672.0
2020-05-09,9624782717.0
2020-05-10,9786861585.0
2020-05-11,9949939825.0
2020-05-12,9963394794.0
2020-05-13,10116820987.0
2020-05-14,10136924145.0
2020-05-15,10264751759.0
2020-05-16,10320558024.0
2020-05-17,10341701634.0
2020-05-18,10434326150.0
2020-05-19,10406775076.0
2020-05-20,10376233394.0
2020-05-21,10407425906.0
2020-05-22,10385964684.0
2020-05-23,10363482963.0
2020-05-24,10370019549.0
2020-05-25,10442671143.0
2020-05-26,10484879220.0
2020-05-27,10475714784.0
2020-05-28,10504143820.0
2020-05-29,10521810563.0
2020-05-30,10519046047.0
2020-05-31,10585121020.0
2020-06-01,10554004111.0
2020-06-02,10586824965.0
2020-06-03,10671128095.0
2020-06-04,10695185238.0
2020-06-05,10737882005.0
2020-06-06,10738031561.0
2020-06-07,10761958070.0
2020-06-08,10787742244.0
2020-06-09,10823151728.0
2020-06-10,10829666746.0
2020-06-11,10890764535.0
2020-06-12,10905210278.0
2020-06-13,10968146982.0
2020-06-14,10974580616.0
2020-06-15,10981821533.0
2020-06-16,10993052761.0
2020-06-17,11046065654.0
2020-06-18,11076394900.0
2020-06-19,11128934632.0
2020-06-20,11221972787.0
2020-06-21,11269431397.0
2020-06-22,11291371486.0
2020-06-23,11339256517.0
2020-06-24,11296008399.0
2020-06-25,11311637151.0
2020-06-26,11296196966.0
2020-06-27,11332058794.0
2020-06-28,11374659438.0
2020-06-29,11380691760.0
2020-06-30,11358673903.0
2020-07-01,11383093396.0
2020-07-02,11425556916.0
2020-07-03,11431108455.0
2020-07-04,11483052161.0
2020-07-05,11548633482.0
2020-07-06,11565106680.0
2020-07-07,11583052130.0
2020-07-08,11613650912.0
2020-07-09,11655649781.0
2020-07-10,11700112852.0
2020-07-11,11725234590.0
2020-07-12,11771509505.0
2020-07-13,11763836778.0
2020-07-14,11780976433.0
2020-07-15,11773476460.0
2020-07-16,11813810554.0
2020-07-17,11830259623.0
2020-07-18,11849455193.0
2020-07-19,11894179709.0
2020-07-20,11969106677.0
2020-07-21,11938472006.0
2020-07-22,11975957518.0
2020-07-23,12097975744.0
2020-07-24,12204801535.0
2020-07-25,12347906320.0
2020-07-26,12372278797.0
2020-07-27,12465221658.0
2020-07-28,12383296918.0
2020-07-29,12687742037.0
2020-07-30,12857007871.0
2020-07-31,12945799525.0
2020-08-01,12997040523.0
2020-08-02,13171858040.0
2020-08-03,13308724862.0
2020-08-04,13363209257.0
2020-08-05,13431874835.0
2020-08-06,13517437732.0
2020-08-07,13606345989.0
2020-08-08,13782849335.0
2020-08-09,13931351384.0
2020-08-10,14015095923.0
2020-08-11,14044986697.0
2020-08-12,14201087438.0
2020-08-13,14274053304.0
2020-08-14,14412843493.0
2020-08-15,14729755991.0
2020-08-16,14716514938.0
2020-08-17,14789004093.0
2020-08-18,14946391238.0
2020-08-19,15211544080.0
2020-08-20,15234414789.0
2020-08-21,15351565275.0
2020-08-22,15483952267.0
2020-08-23,15589971518.0
2020-08-24,15651852185.0
2020-08-25,15683049208.0
2020-08-26,15713038116.0
2020-08-27,15739839907.0
2020-08-28,15916692357.0
2020-08-29,16027177068.0
2020-08-30,16239233729.0
2020-08-31,16279044423.0
2020-09-01,15532002662.0
2020-09-02,15710624166.0
2020-09-03,15988893435.0
2020-09-04,16074034556.0
2020-09-05,16250017617.0
2020-09-06,16314487648.0
2020-09-07,16369358912.0
2020-09-08,16693319540.0
2020-09-09,16683353126.0
2020-09-10,17028544020.0
2020-09-11,17127423300.0
2020-09-12,17222888229.0
2020-09-13,17296473959.0
2020-09-14,17626513489.0
2020-09-15,16766487247.0
2020-09-16,17914861141.0
2020-09-17,18167633011.0
2020-09-18,18397062583.0
2020-09-19,18522247374.0
2020-09-20,18818356670.0
2020-09-21,18900033656.0
2020-09-22,18962696330.0
2020-09-23,18988744019.0
2020-09-24,19071443302.0
2020-09-25,19143946257.0
2020-09-26,19167981519.0
2020-09-27,19254845168.0
2020-09-28,19302943363.0
